,close,date,high,low,ma10,ma20,ma5,max_close,max_high,max_volume,min_close,min_low,min_volume,open,p_change,price_change,stock_code,turnover,v_ma10,v_ma20,v_ma5,volume
121,13.08,2016-07-04,13.18,12.7,12.94,12.678,12.988,13.29,13.63,107559.27,12.91,12.7,45212.48,12.85,2.35,0.3,600387,1.25,57901.88,49141.45,46001.65,48265.53
108,20.74,2016-06-15,20.74,18.66,20.45,19.986,20.294,21.1,21.99,191762.23,18.75,18.0,62406.16,18.66,10.03,1.89,600386,4.07,94759.63,91210.04,98958.59,164211.38
142,16.41,2016-08-02,16.6,16.0,17.262,17.875,16.244,16.79,17.07,73576.96,15.84,15.71,28174.24,16.1,2.43,0.39,600386,0.93,72798.14,72923.01,62268.23,37374.33
174,15.31,2016-09-19,15.32,15.16,16.103,16.881,15.548,15.45,15.6,35271.84,14.87,14.68,25955.51,15.16,1.06,0.16,600386,0.73,78497.1,77350.12,53562.0,29374.6
232,13.05,2016-12-15,13.09,12.82,13.993,14.703,13.34,15.16,15.16,310458.84,13.05,12.82,43902.93,12.88,1.01,0.13,600386,1.09,61783.27,77468.4,62541.68,43902.93
146,7.14,2016-10-31,7.18,6.91,7.187,7.116,7.098,7.23,7.3,120893.89,6.96,6.9,52279.0,6.99,3.03,0.21,600375,1.39,78034.21,77633.57,83954.76,77422.61
8,10.93,2016-01-14,10.99,9.8,13.269,15.292,11.642,11.5,11.66,260378.2,9.74,9.21,126954.77,10.2,2.82,0.3,600358,5.72,160989.31,149126.76,176000.0,247197.34
19,9.5,2016-01-29,9.78,9.1,10.441,11.532,9.858,13.31,13.48,449460.34,9.5,9.1,102642.76,9.15,3.71,0.34,600358,4.23,163748.81,167875.94,155541.17,182617.91
151,9.84,2016-12-29,10.0,9.51,9.916,10.13,9.782,11.14,11.25,194085.31,9.84,9.51,78784.6,9.63,2.18,0.21,600358,1.88,71769.77,101917.95,59947.07,81407.21
8,6.32,2016-01-14,6.38,5.95,7.182,8.273,6.412,6.44,6.51,395130.66,5.37,5.14,193382.52,5.98,1.94,0.12,600277,1.41,321268.95,306804.49,374701.74,293930.31
19,5.26,2016-01-29,5.35,5.01,5.849,6.357,5.51,6.18,6.29,444142.88,5.26,5.01,128993.98,5.03,3.95,0.2,600277,1.31,282650.05,310111.93,259583.08,273462.66
172,6.39,2016-09-19,6.41,6.31,6.545,6.653,6.424,6.44,6.49,187987.81,6.16,6.15,84380.24,6.31,1.59,0.1,600277,0.53,235011.28,366995.01,178025.42,111587.52
8,10.22,2016-01-14,10.43,9.05,11.912,13.575,10.474,10.87,11.26,250982.2,9.14,8.83,96300.91,9.23,5.36,0.52,600257,4.98,163422.94,217283.99,193214.78,212659.75
19,9.03,2016-01-29,9.16,8.45,9.933,10.655,9.464,10.05,10.32,143652.34,8.84,8.45,56466.51,8.58,4.76,0.41,600257,2.7,146548.11,155917.96,152803.48,115228.45
88,10.27,2016-05-16,10.27,10.0,11.125,11.297,10.384,10.27,10.42,96759.43,9.59,9.33,58865.48,10.06,3.22,0.32,600257,1.91,130780.69,115286.48,123171.64,81707.55
99,10.05,2016-05-31,10.08,9.55,9.799,10.382,9.818,11.28,11.5,269883.69,10.05,9.55,71637.83,9.55,5.46,0.52,600257,2.51,74710.76,100746.87,69794.16,107009.49
190,12.14,2016-10-18,12.18,11.86,12.159,11.854,12.1,12.14,12.27,171849.27,11.52,11.47,76201.0,11.94,2.79,0.33,600257,3.89,209203.13,190006.55,171632.3,165961.25
254,10.0,2017-01-17,10.03,9.66,10.61,10.723,10.248,10.39,10.46,57031.44,9.81,9.66,18543.63,9.78,2.15,0.21,600257,0.97,54858.34,51149.9,58563.37,41430.84
291,9.88,2017-03-16,9.91,9.74,9.977,10.098,9.892,9.88,9.95,60175.72,9.82,9.74,38924.83,9.78,1.13,0.11,600257,1.41,49428.28,49768.1,50130.25,60175.72
8,4.35,2016-01-14,4.38,4.05,4.623,5.137,4.36,4.36,4.57,406653.75,3.96,3.76,186569.81,4.06,2.84,0.12,600255,1.71,288639.28,342768.03,293147.83,267334.16
99,4.0,2016-05-31,4.01,3.88,3.988,3.99,3.946,4.24,4.4,1514780.0,3.9,3.85,259132.05,3.88,3.09,0.12,600255,2.4,294980.95,250385.42,275731.88,425229.56
9,11.95,2016-01-15,12.52,11.61,14.115,15.033,12.74,12.59,13.09,71378.0,10.05,10.05,9611.0,11.61,-0.08,-0.01,600242,2.67,66878.22,98001.51,60390.33,71378.0
19,10.45,2016-01-29,10.55,9.55,11.55,12.833,10.794,12.23,12.63,64270.81,9.91,9.55,26758.78,9.71,3.98,0.4,600242,2.4,39242.76,53060.49,37306.0,64270.81
8,5.53,2016-01-14,5.53,5.17,6.033,6.642,5.596,5.53,5.53,172121.91,4.55,4.39,76818.19,5.19,2.41,0.13,600239,1.18,144712.16,192974.09,163563.29,126754.77
19,4.45,2016-01-29,4.52,4.21,4.954,5.399,4.636,4.9,4.98,169714.94,4.45,4.21,76129.26,4.34,3.73,0.16,600239,1.56,120314.69,132671.63,137999.72,167022.33
108,4.56,2016-06-15,4.58,4.43,4.638,4.567,4.588,4.62,4.64,99516.85,4.48,4.43,48262.35,4.43,1.79,0.08,600239,0.81,82257.12,69916.73,73417.79,87113.04
216,5.61,2016-12-07,5.63,5.51,5.717,5.883,5.586,6.24,6.27,511938.5,5.61,5.51,63413.59,5.55,1.08,0.06,600239,0.59,124900.25,159876.19,98427.05,63413.59
8,11.2,2016-01-14,11.29,10.02,13.217,14.498,11.708,12.88,13.13,100974.37,10.79,10.02,41806.53,10.4,2.28,0.25,600228,3.01,68333.11,80995.07,65124.25,72619.48
84,5.47,2016-05-10,5.51,5.35,5.943,5.988,5.79,5.66,5.83,169561.12,5.32,5.01,42175.67,5.41,1.3,0.07,600225,0.72,173753.07,164704.97,141505.93,60889.36
116,5.55,2016-06-27,5.57,5.4,5.54,5.592,5.54,6.16,6.24,273438.81,5.55,5.4,44507.76,5.4,1.83,0.1,600225,0.52,48757.71,62310.61,50309.32,44507.76
199,6.48,2016-10-31,6.51,6.3,6.504,6.409,6.478,6.65,6.77,209644.3,6.43,6.3,48593.57,6.37,1.73,0.11,600225,1.18,107938.14,87777.66,83130.74,73310.14
19,6.33,2016-01-29,6.4,6.06,6.901,7.325,6.536,7.39,7.62,301242.03,6.29,6.06,59974.35,6.07,3.77,0.23,600222,1.41,92007.06,124909.61,91513.21,69780.59
88,7.7,2016-05-16,7.71,7.51,7.951,8.082,7.642,7.7,7.76,53399.22,7.21,7.1,23539.0,7.54,2.12,0.16,600222,0.63,58620.63,60364.81,36939.59,31484.74
254,7.67,2017-01-17,7.69,7.48,8.291,8.352,8.046,8.09,8.1,72310.39,7.65,7.48,21107.91,7.58,0.79,0.06,600222,1.39,72970.44,66258.94,77831.92,72310.39
19,3.03,2016-01-29,3.04,2.94,3.284,3.458,3.126,3.17,3.18,1060036.75,3.0,2.94,457751.84,2.95,2.71,0.08,600221,0.5,885891.96,1061812.82,758691.09,592528.12
57,3.18,2016-03-30,3.18,3.12,3.199,3.176,3.176,3.24,3.25,1308365.75,3.15,3.12,474686.38,3.13,1.92,0.06,600221,0.54,990889.94,884684.41,807080.11,641843.81
173,3.22,2016-09-14,3.23,3.2,3.311,3.364,3.272,3.25,3.27,517781.53,3.19,3.17,165912.23,3.21,-0.31,-0.01,600221,0.35,617447.42,567279.11,741970.46,409062.06
199,3.23,2016-10-31,3.23,3.2,3.25,3.237,3.24,3.26,3.27,1498158.38,3.21,3.19,502569.22,3.22,0.62,0.02,600221,0.43,536770.09,466052.11,474105.06,502569.22
236,3.34,2016-12-21,3.39,3.22,3.267,3.315,3.25,3.34,3.39,2180035.5,3.25,3.22,278644.19,3.23,3.41,0.11,600221,1.85,696285.49,942135.11,757958.86,2180035.5
19,11.42,2016-01-29,11.53,11.07,12.354,13.055,11.694,12.13,12.43,244685.2,11.21,11.05,122461.95,11.08,3.44,0.38,600177,0.92,212378.37,253928.72,209226.45,205233.84
66,14.73,2016-04-13,14.98,14.5,14.944,14.87,14.792,14.95,14.98,284837.56,14.41,14.08,92625.94,14.53,1.87,0.27,600177,1.24,242329.61,359688.22,251953.12,276270.06
174,14.57,2016-09-19,14.6,14.46,14.818,15.044,14.642,14.61,14.76,116457.09,14.15,14.11,47120.34,14.46,0.76,0.11,600177,0.31,121136.64,144874.6,112072.5,69084.24
288,13.96,2017-03-13,13.99,13.84,14.048,14.129,13.97,14.1,14.15,91322.49,13.96,13.84,50430.95,13.85,0.58,0.08,600177,0.33,67108.47,78762.59,67645.1,73358.1
19,6.38,2016-01-29,6.46,6.07,7.093,7.523,6.686,6.87,7.09,114222.39,6.23,6.0,36439.32,6.13,3.24,0.2,600173,1.36,92080.1,114780.17,93779.07,98313.74
8,29.08,2016-01-14,29.57,26.12,32.663,32.426,29.814,32.3,33.7,90691.88,28.7,26.12,41965.32,26.88,3.82,1.07,600161,1.05,112812.2,101767.39,98935.27,53898.61
65,26.46,2016-04-21,27.05,26.2,28.135,28.573,27.612,28.77,29.09,68545.45,26.44,25.8,20853.62,26.28,0.72,0.19,600161,0.97,56102.63,59549.31,52178.46,50067.84
86,10.02,2016-05-12,10.03,9.55,10.501,10.738,10.122,10.27,10.48,142353.53,9.92,9.55,61741.93,9.78,1.11,0.11,600151,0.87,126556.43,142213.94,132982.3,108382.13
7,23.12,2016-01-13,23.12,21.83,27.371,29.985,24.028,25.99,26.85,210153.08,18.74,18.74,40437.74,22.01,5.14,1.13,600146,4.25,58577.9,64159.59,62530.91,84909.23
86,23.07,2016-05-16,23.08,21.83,24.812,25.489,22.99,23.84,24.1,50626.66,21.36,21.11,20396.98,21.99,3.69,0.82,600146,1.59,43064.84,47918.63,44815.91,31869.66
107,29.55,2016-09-09,29.55,26.88,26.844,25.075,26.532,33.09,33.89,373987.31,29.55,26.88,48092.42,27.67,10.02,2.69,600146,18.7,88888.75,66545.18,114592.02,373987.31
141,33.2,2016-11-07,33.49,32.51,33.379,33.612,33.32,35.93,37.1,86715.5,33.2,32.51,21071.1,32.51,1.69,0.55,600146,1.05,34548.98,37088.55,26559.73,21071.1
19,5.72,2016-01-29,5.78,5.5,6.131,6.622,5.844,6.18,6.36,183502.02,5.72,5.5,101206.11,5.5,3.81,0.21,600143,0.66,185558.61,214564.49,182730.03,169007.89
174,6.49,2016-09-27,6.5,6.42,6.633,6.726,6.554,6.77,6.81,225671.52,6.44,6.42,72792.1,6.44,0.62,0.04,600143,0.28,115499.6,113847.72,122835.51,72792.1
85,25.92,2016-05-12,25.92,22.1,47.649,50.006,44.264,25.92,27.4,94895.85,21.58,21.36,30218.75,22.1,10.02,2.36,600136,1.25,24189.07,24083.08,25711.26,30218.75
107,23.24,2016-06-15,23.31,22.27,24.775,23.909,23.884,23.53,23.9,103293.93,22.0,20.89,37963.74,22.4,2.51,0.57,600136,3.32,83118.99,65950.87,78365.9,80109.81
158,21.05,2016-08-25,21.05,20.46,21.095,21.032,20.83,21.05,21.19,58743.86,19.32,19.14,23502.9,20.61,1.59,0.33,600136,1.92,38507.93,42697.85,35934.56,46240.98
86,12.6,2016-05-12,12.65,11.84,13.06,13.402,12.488,13.67,13.98,1430901.88,12.35,11.84,485030.69,12.11,3.88,0.47,600111,2.83,621460.85,894927.63,677000.53,628479.44
173,12.67,2016-09-14,12.79,12.46,13.108,13.258,12.89,12.82,12.97,221041.66,12.24,12.16,102046.31,12.51,0.56,0.07,600111,0.56,277406.58,283612.55,284043.75,202537.05
71,5.46,2016-04-21,5.61,5.33,5.588,5.613,5.55,5.46,5.61,582174.12,5.19,5.12,175441.73,5.37,1.11,0.06,600108,2.99,491567.8,605916.26,472334.52,582174.12
98,5.04,2016-05-31,5.05,4.86,4.94,5.02,4.926,5.15,5.21,407445.56,4.87,4.83,158560.27,4.87,3.7,0.18,600108,1.72,184703.19,211000.11,183433.22,335172.06
238,5.79,2016-12-26,5.79,5.66,5.846,5.82,5.866,5.96,5.97,527990.88,5.7,5.65,219333.0,5.67,1.22,0.07,600108,2.1,692124.53,585421.45,607241.42,408487.47
253,5.46,2017-01-17,5.47,5.22,5.747,5.779,5.584,5.61,5.67,473171.19,5.46,5.22,124780.82,5.39,0.55,0.03,600108,1.59,408659.8,435421.21,357048.59,309423.62
19,4.05,2016-01-29,4.09,3.9,4.442,4.859,4.162,4.27,4.34,1261335.75,3.96,3.89,526151.06,3.91,4.38,0.17,600050,0.55,1082834.27,1167784.77,1145132.66,1170268.25
57,4.34,2016-03-30,4.37,4.24,4.394,4.351,4.328,4.55,4.57,2593734.75,4.34,4.24,667931.25,4.25,2.6,0.11,600050,0.47,1383571.92,1204753.75,949278.44,990857.0
107,3.85,2016-06-14,3.86,3.82,3.932,3.911,3.906,3.88,3.95,1596966.25,3.82,3.75,307544.66,3.82,0.26,0.01,600050,0.15,448813.66,405732.76,348271.11,307544.66
137,4.29,2016-07-26,4.33,4.16,4.244,4.072,4.212,4.4,4.49,2076653.88,4.19,4.14,226641.45,4.17,3.12,0.13,600050,0.54,1157101.27,1048471.93,631269.57,1135709.25
273,6.54,2017-02-20,6.59,6.41,6.702,6.581,6.664,7.19,7.4,4776080.0,6.54,6.41,848479.25,6.45,0.61,0.04,600050,0.59,1718109.57,1759592.12,1434733.88,1252811.75
19,5.44,2016-01-29,5.54,5.16,5.965,6.042,5.638,5.44,5.66,227085.48,5.17,5.06,92612.81,5.18,3.42,0.18,600035,1.35,337473.45,434001.87,260023.71,196417.72
104,5.3,2016-09-28,5.32,5.15,5.249,5.363,5.232,5.35,5.38,123114.78,5.25,5.15,42680.12,5.18,2.52,0.13,600035,0.61,54061.11,73291.49,62872.21,88822.71
170,5.86,2017-01-17,5.87,5.69,6.024,6.006,5.942,5.86,5.93,68425.01,5.75,5.66,20979.79,5.71,2.09,0.12,600035,0.36,90288.7,114160.44,78395.91,51927.63
158,2.55,2016-08-24,2.55,2.51,2.53,2.493,2.532,2.57,2.6,743720.81,2.47,2.47,208029.33,2.51,1.19,0.03,600022,0.51,500099.99,346290.76,374420.14,422617.62
166,2.5,2016-09-05,2.52,2.48,2.526,2.526,2.504,2.56,2.6,743720.81,2.45,2.43,202224.53,2.48,0.81,0.02,600022,0.43,379333.54,432775.32,325087.23,356344.09
174,2.48,2016-09-19,2.48,2.44,2.497,2.516,2.474,2.5,2.54,390084.53,2.43,2.41,121421.76,2.45,1.22,0.03,600022,0.32,346963.04,362203.92,273156.31,259480.3
241,2.5,2016-12-28,2.52,2.49,2.54,2.583,2.522,2.59,2.68,992963.19,2.5,2.48,239742.39,2.49,0.0,0.0,600022,0.49,354466.08,564700.62,358503.77,405984.75
288,2.76,2017-03-13,2.76,2.7,2.788,2.827,2.756,2.8,2.81,711455.56,2.74,2.7,297506.03,2.72,1.1,0.03,600022,0.59,570809.59,1174812.01,476695.55,483450.44
85,131.79,2016-11-03,133.58,129.01,131.601,130.583,131.478,141.35,145.76,36093.82,131.79,129.01,8490.92,130.0,1.34,1.74,300518,7.74,13897.58,12546.52,13415.91,18061.82
101,36.88,2016-12-28,37.98,34.37,38.417,59.749,36.548,36.88,37.98,104430.7,31.42,30.92,25515.78,35.4,3.74,1.33,300510,17.59,77809.33,61740.22,54654.72,76682.93
36,32.03,2016-03-01,32.68,30.01,38.276,37.448,34.636,33.39,34.47,31349.68,30.16,29.03,16161.0,31.38,2.04,0.64,300490,11.64,50020.55,58799.54,38596.3,29095.05
142,23.47,2016-08-02,23.55,23.18,25.611,27.093,23.898,26.41,26.97,102418.3,23.47,22.92,13343.18,23.32,0.95,0.22,300490,2.67,28784.83,47050.33,28167.11,13343.18
19,29.08,2016-01-29,29.61,26.88,33.597,35.375,30.942,37.75,39.5,70675.63,29.08,26.17,19278.71,27.5,4.68,1.3,300486,8.53,30744.43,27723.59,27419.94,29629.72
167,33.84,2016-09-06,34.28,32.96,33.518,34.129,33.362,34.12,34.55,34665.93,32.31,32.22,8209.0,33.0,3.01,0.99,300486,4.11,21168.3,27042.39,22911.64,34665.93
252,22.17,2017-01-17,22.4,21.11,25.015,25.62,23.726,23.25,24.31,26677.35,21.92,21.11,15391.14,21.59,2.88,0.62,300486,2.89,15272.03,16184.53,19602.95,24382.4
73,91.9,2016-04-22,92.09,89.09,97.876,98.396,94.548,99.99,100.9,15023.9,90.48,89.09,4709.62,89.09,2.28,2.05,300482,2.51,9034.6,10911.51,7690.7,5528.82
36,67.6,2016-03-01,69.68,61.51,81.839,78.135,73.466,70.72,72.56,31788.39,60.85,57.5,14988.58,63.8,2.67,1.76,300479,12.26,27059.69,23890.82,25355.21,24524.04
73,73.68,2016-04-22,74.0,71.48,83.113,84.08,77.546,83.5,88.49,38902.57,73.13,70.5,9176.29,71.75,1.92,1.39,300479,7.82,20056.83,24779.61,19236.68,15632.09
142,33.31,2016-08-02,33.46,32.68,36.264,38.16,33.626,34.25,34.71,35660.99,32.78,32.12,11181.0,32.7,1.99,0.65,300479,1.78,23927.12,29412.98,27734.51,15475.97
167,32.6,2016-09-06,32.64,31.42,33.089,33.478,32.502,32.6,32.72,33356.09,29.47,29.31,9170.79,32.05,2.03,0.65,300479,3.18,25338.3,22982.75,26956.51,27673.91
224,29.07,2016-12-07,29.15,28.33,29.5,30.334,28.84,29.07,29.15,40326.53,25.57,25.57,11767.0,28.36,2.5,0.71,300479,2.52,23228.74,33970.06,20001.32,21938.53
36,40.62,2016-03-01,40.9,38.98,45.735,44.769,42.85,44.38,45.49,12337.74,39.34,38.26,5880.43,39.01,4.45,1.73,300478,5.91,11662.85,10710.34,11730.91,9856.07
57,51.8,2016-03-30,51.95,48.97,50.42,46.139,50.754,54.28,55.0,17382.63,51.8,48.97,9578.99,48.97,6.8,3.3,300478,7.74,18754.08,13611.64,15902.32,12898.54
19,40.35,2016-01-29,41.13,38.52,44.207,45.925,42.486,46.41,47.07,7880.83,40.28,38.52,4599.29,39.0,4.0,1.55,300472,4.38,9934.94,9761.94,8307.87,7304.75
36,40.53,2016-03-01,40.88,37.9,44.323,43.408,41.742,44.75,45.5,8125.85,39.0,37.9,3428.89,38.3,5.82,2.23,300472,3.75,6945.18,6909.77,6936.93,6246.83
130,31.75,2017-01-17,31.89,29.71,34.471,34.874,32.924,33.03,33.16,9005.44,30.88,29.71,3435.0,31.11,2.16,0.67,300472,2.99,9739.22,8518.28,10152.34,7472.81
150,33.23,2017-02-21,33.76,32.06,33.406,32.747,32.826,35.19,35.24,11783.77,33.06,32.06,4402.92,32.3,3.65,1.17,300472,3.71,6231.39,6094.37,7356.38,9288.46
19,78.82,2016-01-29,81.5,72.96,89.821,95.446,85.296,100.1,102.5,31355.54,72.0,70.94,5243.17,76.0,1.97,1.52,300469,12.97,15841.33,16063.13,13366.8,21666.4
36,76.62,2016-03-01,78.15,68.95,89.693,86.853,81.33,104.91,104.91,45391.58,72.0,68.95,9822.64,70.85,3.07,2.28,300469,9.72,16613.02,17029.53,15810.32,16233.18
219,91.02,2016-11-30,92.6,89.43,95.826,94.556,93.41,91.05,92.6,13047.19,77.8,77.0,4910.75,89.43,1.11,1.0,300469,3.72,16854.03,13556.68,12840.61,10555.28
237,80.98,2016-12-26,81.47,77.0,81.323,84.697,82.456,81.47,82.46,7788.26,77.88,77.0,2848.37,79.65,2.02,1.6,300469,2.75,9322.43,8901.08,11820.72,7788.26
19,62.04,2016-01-29,62.7,57.21,69.802,74.11,64.56,77.5,78.9,36936.12,59.0,57.21,24730.57,57.21,8.84,5.04,300467,8.6,33143.68,32369.81,30158.52,34411.49
99,61.36,2016-05-31,61.36,55.77,58.107,57.615,58.846,66.71,67.5,66282.21,57.31,55.51,21771.98,56.2,10.0,5.58,300467,3.89,34709.68,30857.27,31833.14,38860.93
230,42.87,2016-12-15,43.52,41.66,47.384,50.019,44.334,43.64,44.54,20204.15,40.89,39.15,6684.52,42.14,1.04,0.44,300467,1.22,14080.9,16087.21,18109.89,11155.11
19,22.12,2016-01-29,22.44,20.66,24.149,25.737,22.922,25.2,25.79,24056.12,22.12,20.66,14255.93,20.89,5.94,1.24,300460,4.25,25019.61,25177.75,20787.03,17894.72
19,48.96,2016-01-29,49.6,45.55,55.677,57.893,51.896,55.03,56.98,15429.02,48.36,45.55,6223.92,46.1,5.43,2.52,300453,6.39,13789.8,14874.89,11500.03,12687.43
99,25.48,2016-05-31,25.5,24.15,24.964,25.93,24.772,27.46,27.88,70368.71,23.99,23.68,22165.51,24.18,5.73,1.38,300453,6.4,22720.2,25218.71,26539.4,41114.59
19,58.0,2016-01-29,58.98,54.0,64.066,67.101,60.898,65.8,67.48,16483.04,56.58,54.0,8566.73,55.28,4.88,2.7,300440,4.39,12377.28,13642.21,12133.92,12295.89
37,61.0,2016-03-02,61.28,57.0,65.932,62.79,62.704,61.0,63.8,20963.65,54.27,51.7,7626.37,58.0,4.1,2.4,300440,6.19,20767.43,16173.4,20660.61,17325.54
73,67.39,2016-04-22,67.45,64.57,72.036,74.074,68.902,70.38,70.97,29933.29,64.32,62.7,10716.74,66.21,1.83,1.21,300440,4.72,15089.93,18507.28,14268.84,13229.82
86,57.9,2016-05-12,58.12,55.39,64.162,66.629,60.026,60.75,61.6,20148.21,56.1,55.0,8704.19,57.0,-0.19,-0.11,300440,1.73,16518.31,16392.88,16970.96,8704.19
142,29.94,2016-08-02,30.13,29.2,31.874,33.066,30.25,30.6,30.75,40434.71,28.93,28.9,14051.23,29.27,2.18,0.64,300440,2.43,30218.46,36688.72,30159.55,24491.67
167,31.09,2016-09-06,31.09,30.08,30.877,30.559,30.698,34.77,35.5,130457.18,30.67,30.08,16844.74,30.48,2.34,0.71,300440,2.84,30463.31,25393.94,35380.91,28566.77
64,93.38,2016-09-05,96.0,90.1,96.861,94.886,93.566,93.66,97.3,27324.04,87.28,85.13,10911.89,90.8,3.76,3.38,300428,11.13,27191.45,32700.61,19681.96,23150.88
111,31.21,2016-11-22,31.48,28.4,32.001,32.498,31.314,31.21,31.48,118538.79,27.98,27.72,29340.53,29.1,2.06,0.63,300428,19.0,78576.4,127551.56,66124.65,118538.79
119,29.26,2016-12-02,29.77,27.92,29.114,30.763,28.386,29.89,30.17,82872.52,23.91,23.3,24985.57,27.98,4.58,1.28,300428,13.28,53344.92,67063.66,42458.1,82872.52
36,31.23,2016-03-01,31.46,29.89,34.621,33.953,32.754,32.8,33.55,9732.43,30.38,29.0,4398.28,30.28,3.62,1.09,300423,1.96,9188.22,8875.62,8122.98,7605.96
86,36.75,2016-11-30,37.06,36.0,37.712,38.135,37.136,38.36,38.82,34730.38,34.46,34.36,8127.24,36.25,1.46,0.53,300423,3.23,23174.37,33452.08,16786.59,14312.07
99,34.35,2017-01-03,34.35,33.64,35.81,36.633,34.14,34.45,34.79,17351.03,29.75,29.75,5797.33,33.69,2.14,0.72,300423,1.54,17172.21,18309.71,12859.61,6960.92
109,30.48,2017-01-17,30.5,29.3,33.108,34.459,32.086,32.65,32.65,12042.05,30.3,29.3,3.0,29.55,2.45,0.73,300423,2.67,8658.83,12915.52,10489.89,12042.05
36,38.5,2016-03-01,39.05,36.6,45.066,44.634,40.478,39.91,40.98,10992.89,35.39,34.38,3731.0,37.5,1.45,0.55,300420,2.9,15396.92,12446.13,14211.75,8633.45
137,23.92,2016-08-02,23.97,23.2,26.143,30.05,24.452,24.35,24.65,51510.48,23.59,23.07,20715.22,23.2,3.28,0.76,300420,3.34,54757.34,73744.42,46130.06,29304.92
26,24.35,2016-05-12,24.65,23.61,27.332,28.494,25.49,26.41,26.91,74462.97,23.97,23.61,35317.75,23.99,-2.6,-0.65,300392,2.89,62153.31,78149.12,61786.12,46386.16
107,23.74,2016-09-06,23.78,23.21,23.793,23.923,23.494,23.74,23.88,60848.22,22.13,22.0,16266.95,23.43,1.37,0.32,300392,3.38,50161.17,49858.62,33516.76,54322.53
114,22.32,2016-09-19,22.44,22.13,23.014,23.489,22.464,22.74,22.84,43208.98,21.65,21.6,16266.95,22.13,0.86,0.19,300392,1.21,34699.29,44187.29,33529.35,19507.93
167,40.37,2016-09-06,40.4,39.1,40.05,40.519,39.768,40.37,40.48,49777.53,36.7,36.52,15077.18,39.12,3.19,1.25,300369,2.5,27566.88,39968.84,25132.07,32288.84
36,60.16,2016-03-01,60.16,52.95,63.717,61.013,59.282,68.07,72.8,241369.02,24.9,24.56,79440.16,55.5,10.0,5.47,300367,5.73,66374.44,66132.17,68562.06,85838.98
57,31.37,2016-03-30,31.55,29.99,30.668,39.847,30.516,31.37,31.69,263594.81,28.88,28.01,117693.12,29.99,6.05,1.79,300367,7.04,281563.63,210725.91,228916.1,263594.81
86,24.21,2016-05-12,25.08,22.26,26.271,27.48,24.684,24.56,25.27,184850.7,22.71,22.12,73893.4,23.38,2.85,0.67,300367,3.35,112100.35,107000.43,123570.33,125263.28
108,23.85,2016-06-15,24.19,22.68,25.068,24.436,24.546,25.95,26.27,195723.72,23.1,22.68,85641.62,23.0,2.71,0.63,300367,3.08,126205.37,118759.05,110590.98,115252.03
157,24.81,2016-08-23,24.95,24.32,24.61,24.283,24.616,24.89,25.14,91955.03,23.36,23.2,41414.74,24.4,2.06,0.5,300367,2.19,69121.08,83947.39,63427.14,82012.8
166,23.74,2016-09-05,23.77,23.4,24.086,24.347,23.618,24.63,24.83,131339.08,23.47,23.25,37291.69,23.4,1.63,0.38,300367,1.92,66040.32,69926.06,67245.65,71761.99
78,93.35,2016-04-29,93.35,90.1,98.259,100.198,95.332,97.49,98.3,27854.34,82.05,78.66,12452.52,91.5,0.05,0.05,300364,3.62,26427.85,33332.7,20026.63,24340.83
19,61.93,2016-01-29,61.93,56.35,67.405,68.167,62.512,70.01,71.71,41225.76,61.13,56.35,22929.91,56.36,10.0,5.63,300359,4.22,45435.63,47113.94,37127.65,39530.49
73,68.87,2016-04-22,69.3,65.38,73.678,73.128,71.658,72.5,74.0,42519.15,66.66,64.85,19746.86,66.74,2.33,1.57,300359,3.31,56132.6,46874.43,44767.35,30950.34
177,25.1,2016-11-22,25.2,24.73,25.075,25.337,25.092,27.19,28.0,441699.81,24.98,24.0,70661.01,24.8,1.25,0.31,300359,2.72,94315.01,83810.25,83096.17,70661.01
194,21.23,2016-12-15,21.49,20.83,23.513,24.462,21.922,21.49,21.68,76666.06,20.02,19.72,38521.08,20.93,1.24,0.26,300359,2.56,117811.68,124949.19,90459.68,66371.39
216,17.42,2017-01-17,17.75,16.45,19.223,19.794,18.172,17.94,18.03,144428.72,17.1,16.45,7.0,16.63,4.0,0.67,300359,4.81,96507.88,77636.52,111753.85,127868.71
67,6.78,2016-05-31,6.81,6.49,10.564,12.262,7.97,7.12,7.25,344585.59,6.41,6.34,123366.11,6.51,4.79,0.31,300355,3.93,106116.59,109866.14,132684.37,214109.64
121,7.3,2016-08-23,7.36,7.2,7.274,7.145,7.304,9.04,9.52,985075.75,7.3,7.2,118285.14,7.24,1.25,0.09,300355,2.82,142406.02,152146.41,125628.5,153491.66
53,19.53,2016-04-22,19.6,18.9,21.522,21.697,20.322,20.99,21.6,46860.66,19.3,18.9,22768.0,19.1,1.56,0.3,300326,0.83,57848.86,60381.32,44532.25,25491.19
209,11.0,2016-12-15,11.11,10.63,12.092,12.61,11.386,11.24,11.43,62174.09,10.87,10.62,23131.75,10.63,1.85,0.2,300326,0.83,48108.91,57158.19,61645.66,48090.81
231,10.02,2017-01-17,10.1,9.72,10.762,10.943,10.424,10.15,10.22,69972.42,9.69,9.55,1.0,9.9,0.91,0.09,300326,0.7,38800.98,36003.78,38207.04,41019.72
6,13.77,2016-01-12,14.25,12.43,16.767,18.542,14.55,14.93,15.14,171898.89,13.74,12.39,66488.72,12.95,6.33,0.82,300322,4.79,135589.63,156161.11,140954.82,171898.89
